;;P1;P1H1;P1H2;P2;P2H1;P2H2;P3;P3H1;P3H2;P4;P4H1;P4H2;P5;P5H1;P5H2;P6;P6H1;P6H2;Flop1;Flop2;Flop3;Turn;River;Dealer
;"5;6S5S6;QC4C1;ASAC2;ADJS3;7D3C4;TC9D;;JH8S8C5H2D 1";Kane Kalas ;AS;AC;Ray Qartomy ;AD;JS;Darren Elias ;7D;3C;Blake Bohn ;TC;9D;Jose Serratos ;6S;5S;Aaron Overton;QC;4C;JH;8S;8C;5H;2D;1
;"6;KSJH1;ADAC3;TH8S4;QSQH5;KHQD;;9STS8C9DAH 1";Kane Kalas ;AD;AC;Ray Qartomy ;0;0;Darren Elias ;TH;8S;Blake Bohn ;QS;QH;Jose Serratos ;KH;QD;Aaron Overton;KS;JH;9S;TS;8C;9D;AH;1
;"1;5H3C3;THQS6;8C4S 1";Kane Kalas ;5H;3C;Ray Qartomy ;0;0;Darren Elias ;TH;QS;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;8C;4S;0;0;0;0;0;1
;"3;AD3D5;6H2C6;8C7S1;7D6S;;TC8DQHTD      1";Kane Kalas ;7D;6S;Ray Qartomy ;0;0;Darren Elias ;AD;3D;Blake Bohn ;0;0;Jose Serratos ;6H;2C;Aaron Overton;8C;7S;TC;8D;QH;TD;  ;1
;"5;TH9S6;7D3S1;9D8H3;JS4H 1";Kane Kalas ;9D;8H;Ray Qartomy ;0;0;Darren Elias ;JS;4H;Blake Bohn ;0;0;Jose Serratos ;TH;9S;Aaron Overton;7D;3S;0;0;0;0;0;1
;"1;AC9D3;KHTD5;AD6H6;QD7D;;4D8D4C         0";Kane Kalas ;AC;9D;Ray Qartomy ;0;0;Darren Elias ;KH;TD;Blake Bohn ;0;0;Jose Serratos ;AD;6H;Aaron Overton;QD;7D;4D;8D;4C;  ;  ;0
;"5;KH2H6;KDTC1;6H4C3;AS4H;;KC8S8D       0";Kane Kalas ;6H;4C;Ray Qartomy ;0;0;Darren Elias ;AS;4H;Blake Bohn ;0;0;Jose Serratos ;KH;2H;Aaron Overton;KD;TC;KC;8S;8D;  ;  ;0
;"6;JC5S1;TH6H3;7C3H5;KD9H 0";Kane Kalas ;TH;6H;Ray Qartomy ;0;0;Darren Elias ;7C;3H;Blake Bohn ;0;0;Jose Serratos ;KD;9H;Aaron Overton;JC;5S;0;0;0;0;0;0
;"1;7S4H3;7D2D5;AC8S6;KH7C 0";Kane Kalas ;7S;4H;Ray Qartomy ;0;0;Darren Elias ;7D;2D;Blake Bohn ;0;0;Jose Serratos ;AC;8S;Aaron Overton;KH;7C;0;0;0;0;0;0
;"3;8S6C5;KS9S6;TD2C1;7S3H 1";Kane Kalas ;7S;3H;Ray Qartomy ;0;0;Darren Elias ;8S;6C;Blake Bohn ;0;0;Jose Serratos ;KS;9S;Aaron Overton;TD;2C;0;0;0;0;0;1
;"6;QD4S1;TD2H3;JSTS5;TH9D 1";Kane Kalas ;TD;2H;Ray Qartomy ;0;0;Darren Elias ;JS;TS;Blake Bohn ;0;0;Jose Serratos ;TH;9D;Aaron Overton;QD;4S;0;0;0;0;0;1
;"1;9H3S3;AC4H5;8S5C6;7D6H 1";Kane Kalas ;9H;3S;Ray Qartomy ;0;0;Darren Elias ;AC;4H;Blake Bohn ;0;0;Jose Serratos ;8S;5C;Aaron Overton;7D;6H;0;0;0;0;0;1
;"3;6C5S5;TSTH6;9H4D1;JD3S 1";Kane Kalas ;JD;3S;Ray Qartomy ;0;0;Darren Elias ;6C;5S;Blake Bohn ;0;0;Jose Serratos ;TS;TH;Aaron Overton;9H;4D;0;0;0;0;0;1
;"5;AD7C6;9S4C1;TH4H3;QH6H;;2HKH5C8HTC 1";Kane Kalas ;TH;4H;Ray Qartomy ;0;0;Darren Elias ;QH;6H;Blake Bohn ;0;0;Jose Serratos ;AD;7C;Aaron Overton;9S;4C;2H;KH;5C;8H;TC;1
;"3;TH4D5;7C5C6;QS8H1;ADJS;;6H4SQH2H8S 1";Kane Kalas ;AD;JS;Ray Qartomy ;0;0;Darren Elias ;TH;4D;Blake Bohn ;0;0;Jose Serratos ;7C;5C;Aaron Overton;QS;8H;6H;4S;QH;2H;8S;1
;"6;KD9D1;KHJD3;ADTS5;9S2H 1";Kane Kalas ;KH;JD;Ray Qartomy ;0;0;Darren Elias ;AD;TS;Blake Bohn ;0;0;Jose Serratos ;9S;2H;Aaron Overton;KD;9D;0;0;0;0;0;1
;"3;AH9S5;JC2C6;JSTC1;KC3C;;4C8C7H          1";Kane Kalas ;KC;3C;Ray Qartomy ;0;0;Darren Elias ;AH;9S;Blake Bohn ;0;0;Jose Serratos ;JC;2C;Aaron Overton;JS;TC;4C;8C;7H;  ;  ;1
;"5;9C6D6;ADTC1;TD2C3;4D3D 1";Kane Kalas ;TD;2C;Ray Qartomy ;0;0;Darren Elias ;4D;3D;Blake Bohn ;0;0;Jose Serratos ;9C;6D;Aaron Overton;AD;TC;0;0;0;0;0;1
;"6;TS8D1;QH6D3;AH8C5;9D2H 0";Kane Kalas ;QH;6D;Ray Qartomy ;0;0;Darren Elias ;AH;8C;Blake Bohn ;0;0;Jose Serratos ;9D;2H;Aaron Overton;TS;8D;0;0;0;0;0;0
;"1;4C2H3;AD9D5;ACTC6;TS7S;;7D8C9HJSQH 0";Kane Kalas ;4C;2H;Ray Qartomy ;0;0;Darren Elias ;AD;9D;Blake Bohn ;0;0;Jose Serratos ;AC;TC;Aaron Overton;TS;7S;7D;8C;9H;JS;QH;0
;"3;QDJS5;KS6C6;KD4H1;9H8D;;2S5C7C         0";Kane Kalas ;9H;8D;Ray Qartomy ;0;0;Darren Elias ;QD;JS;Blake Bohn ;0;0;Jose Serratos ;KS;6C;Aaron Overton;KD;4H;2S;5C;7C;  ;  ;0
;"6;8C2C1;JD8H3;TH7C5;AC5H 0";Kane Kalas ;JD;8H;Ray Qartomy ;0;0;Darren Elias ;TH;7C;Blake Bohn ;0;0;Jose Serratos ;AC;5H;Aaron Overton;8C;2C;0;0;0;0;0;0
;"1;KSJS3;8H2S5;AS7H6;TS3H 0";Kane Kalas ;KS;JS;Ray Qartomy ;0;0;Darren Elias ;8H;2S;Blake Bohn ;0;0;Jose Serratos ;AS;7H;Aaron Overton;TS;3H;0;0;0;0;0;0
;"1;QD2S3;KC5C5;8D8C6;9D5D 0";Kane Kalas ;QD;2S;Ray Qartomy ;0;0;Darren Elias ;KC;5C;Blake Bohn ;0;0;Jose Serratos ;8D;8C;Aaron Overton;9D;5D;0;0;0;0;0;0
;"1;3C2H3;5S2S5;QH8S6;TS7S;;JC3S7H          0";Kane Kalas ;3C;2H;Ray Qartomy ;0;0;Darren Elias ;5S;2S;Blake Bohn ;0;0;Jose Serratos ;QH;8S;Aaron Overton;TS;7S;JC;3S;7H;  ;  ;0
;"5;6H3H6;AC2H1;JSJC3;9D4S;;6S2DAH7SJH 0";Kane Kalas ;JS;JC;Ray Qartomy ;0;0;Darren Elias ;9D;4S;Blake Bohn ;0;0;Jose Serratos ;6H;3H;Aaron Overton;AC;2H;6S;2D;AH;7S;JH;0
;"1;7S7D3;TH2D5;KH9H;;8C6D4S2SQS 1";Kane Kalas ;7S;7D;Ray Qartomy ;0;0;Darren Elias ;TH;2D;Blake Bohn ;0;0;Jose Serratos ;KH;9H;Aaron Overton;0;0;8C;6D;4S;2S;QS;1
;"3;KS8C1;JD8S;;QD9H2D8H3H 1";Kane Kalas ;JD;8S;Ray Qartomy ;0;0;Darren Elias ;KS;8C;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;QD;9H;2D;8H;3H;1
;"1;2S2H3;AH9H;;KSQDAD        1";Kane Kalas ;2S;2H;Ray Qartomy ;0;0;Darren Elias ;AH;9H;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;KS;QD;AD;  ;  ;1
;"1;2H2C3;6D5C 1";Kane Kalas ;2H;2C;Ray Qartomy ;0;0;Darren Elias ;6D;5C;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;0;0;0;0;0;1
;"1;QC8H3;ASKC 1";Kane Kalas ;QC;8H;Ray Qartomy ;0;0;Darren Elias ;AS;KC;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;0;0;0;0;0;1
;"3;KC4D1;JH7H;;QC5C2C          1";Kane Kalas ;JH;7H;Ray Qartomy ;0;0;Darren Elias ;KC;4D;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;QC;5C;2C;  ;  ;1
;"3;KD7H1;ADAC 1";Kane Kalas ;AD;AC;Ray Qartomy ;0;0;Darren Elias ;KD;7H;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;0;0;0;0;0;1
;"3;QS8C1;AC3S;;6H2S8D         1";Kane Kalas ;AC;3S;Ray Qartomy ;0;0;Darren Elias ;QS;8C;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;6H;2S;8D;  ;  ;1
;"1;QD6S3;5D4D;;7C9D5CQCAS 1";Kane Kalas ;QD;6S;Ray Qartomy ;0;0;Darren Elias ;5D;4D;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;7C;9D;5C;QC;AS;1
;"3;KHQH1;5D3S 1";Kane Kalas ;5D;3S;Ray Qartomy ;0;0;Darren Elias ;KH;QH;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;0;0;0;0;0;1
;"1;QD4C3;JHTD;;9D8D2S9S      1";Kane Kalas ;QD;4C;Ray Qartomy ;0;0;Darren Elias ;JH;TD;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;9D;8D;2S;9S;  ;1
;"3;JD8H1;JC7H;;9HTH7CQS        0";Kane Kalas ;JC;7H;Ray Qartomy ;0;0;Darren Elias ;JD;8H;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;9H;TH;7C;QS;  ;0
;"1;5C2C3;6D4D;;JDJH8C9C       0";Kane Kalas ;5C;2C;Ray Qartomy ;0;0;Darren Elias ;6D;4D;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;JD;JH;8C;9C;  ;0
;"3;8H2H1;AH3D;;9HKHTD          0";Kane Kalas ;AH;3D;Ray Qartomy ;0;0;Darren Elias ;8H;2H;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;9H;KH;TD;  ;  ;0
;"1;KH2D3;KS4C 1";Kane Kalas ;KH;2D;Ray Qartomy ;0;0;Darren Elias ;KS;4C;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;0;0;0;0;0;1
;"3;4H4C1;QC5C;;TCAH5SAC3H 1";Kane Kalas ;QC;5C;Ray Qartomy ;0;0;Darren Elias ;4H;4C;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;TC;AH;5S;AC;3H;1
;"3;KD6S1;AC4H;;7STH7C5C     1";Kane Kalas ;AC;4H;Ray Qartomy ;0;0;Darren Elias ;KD;6S;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;7S;TH;7C;5C;  ;1
;"1;TC7H3;AS4C;;3DAC5D2C     1";Kane Kalas ;TC;7H;Ray Qartomy ;0;0;Darren Elias ;AS;4C;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;3D;AC;5D;2C;  ;1
;"3;5H4C1;KCQC 1";Kane Kalas ;KC;QC;Ray Qartomy ;0;0;Darren Elias ;5H;4C;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;0;0;0;0;0;1
;"1;ASKH3;KS4H;;TS4C7HKD3S 1";Kane Kalas ;AS;KH;Ray Qartomy ;0;0;Darren Elias ;KS;4H;Blake Bohn ;0;0;Jose Serratos ;0;0;Aaron Overton;0;0;TS;4C;7H;KD;3S;1
1 Jared 2 Ryan 3 Corey 4 Jason 5 Brian 6 Chris ;"6;AD7D1;KC5D2;QC8D3;4H4C4;QH7C5;ASAC 0";Jared Reinstein;KC;5D;Ryan Van Sanford;QC;8D;Corey Hochman ;4H;4C;Jason Helder;QH;7C;Brian Reinert ;AS;AC;Chris Bolek;AD;7D;0;0;0;0;0;0
;"1;KS7H2;7C6H3;TH5D4;AD4D5;JSJC6;7D2D;;2H9D2CACQH 0";Jared Reinstein;KS;7H;Ryan Van Sanford;7C;6H;Corey Hochman ;TH;5D;Jason Helder;AD;4D;Brian Reinert ;JS;JC;Chris Bolek;7D;2D;2H;9D;2C;AC;QH;0
;"5;7H2H6;TH4C1;AS8S2;6C3D3;QD3C4;TD8C;;8H8DKS5DKH 0";Jared Reinstein;AS;8S;Ryan Van Sanford;6C;3D;Corey Hochman ;QD;3C;Jason Helder;TD;8C;Brian Reinert ;7H;2H;Chris Bolek;TH;4C;8H;8D;KS;5D;KH;0
;"5;6H6C6;TC7D1;TS9D2;QH2D3;TH5S4;6S3H;;TD3S6DACQD 0";Jared Reinstein;TS;9D;Ryan Van Sanford;QH;2D;Corey Hochman ;TH;5S;Jason Helder;6S;3H;Brian Reinert ;6H;6C;Chris Bolek;TC;7D;TD;3S;6D;AC;QD;0
;"6;7S6C1;AD9S2;4D2D3;ASQS4;9C6D5;TSTC 0";Jared Reinstein;AD;9S;Ryan Van Sanford;4D;2D;Corey Hochman ;AS;QS;Jason Helder;9C;6D;Brian Reinert ;TS;TC;Chris Bolek;7S;6C;0;0;0;0;0;0
;"3;6H3C4;QS8H5;ASAH6;TH4S1;JS7S2;7D7C;;6S5C4DQH9S 0";Jared Reinstein;JS;7S;Ryan Van Sanford;7D;7C;Corey Hochman ;6H;3C;Jason Helder;QS;8H;Brian Reinert ;AS;AH;Chris Bolek;TH;4S;6S;5C;4D;QH;9S;0
;"5;8C2D6;9D5C1;AH3D2;QHJC3;KD8H4;JH9H;;4H5SACKC6D 0";Jared Reinstein;AH;3D;Ryan Van Sanford;QH;JC;Corey Hochman ;KD;8H;Jason Helder;JH;9H;Brian Reinert ;8C;2D;Chris Bolek;9D;5C;4H;5S;AC;KC;6D;0
;"4;QC2S5;JD4D6;AHAD1;6H6C2;QH4S3;QD7H;;7C3C3D          0";Jared Reinstein;6H;6C;Ryan Van Sanford;QH;4S;Corey Hochman ;QD;7H;Jason Helder;QC;2S;Brian Reinert ;JD;4D;Chris Bolek;AH;AD;7C;3C;3D;  ;  ;0
;"6;JS7H1;AH5H2;ASAC3;3H2S4;9H6H5;4S3S;;ADKHKS4H7S 0";Jared Reinstein;AH;5H;Ryan Van Sanford;AS;AC;Corey Hochman ;3H;2S;Jason Helder;9H;6H;Brian Reinert ;4S;3S;Chris Bolek;JS;7H;AD;KH;KS;4H;7S;0
;"3;QD7C4;KH7H5;KD4C6;9D8D1;5S2H2;QH3S;;9HTH9S8HAC 0";Jared Reinstein;5S;2H;Ryan Van Sanford;QH;3S;Corey Hochman ;QD;7C;Jason Helder;KH;7H;Brian Reinert ;KD;4C;Chris Bolek;9D;8D;9H;TH;9S;8H;AC;0
;"5;4H2S6;JC5C1;4S3C2;ASQS3;KDQH4;JHTH;;7SAC6S7C2C 1";Jared Reinstein;4S;3C;Ryan Van Sanford;AS;QS;Corey Hochman ;KD;QH;Jason Helder;JH;TH;Brian Reinert ;4H;2S;Chris Bolek;JC;5C;7S;AC;6S;7C;2C;1
;"1;TC3D2;5D2C4;JHTS5;JH9S;;8C8H4H       1";Jared Reinstein;TC;3D;Ryan Van Sanford;5D;2C;Corey Hochman ;0;0;Jason Helder;JH;TS;Brian Reinert ;JH;9S;Chris Bolek;0;0;8C;8H;4H;  ;  ;1
;"2;9C4H4;AHAC5;JS3H6;2S2H1;QH3S;;9D4CKS         1";Jared Reinstein;QH;3S;Ryan Van Sanford;9C;4H;Corey Hochman ;0;0;Jason Helder;AH;AC;Brian Reinert ;JS;3H;Chris Bolek;2S;2H;9D;4C;KS;  ;  ;1
;"4;QD3H5;KC6D6;AC6H1;JC7S2;KH7D;;THTCJD        1";Jared Reinstein;JC;7S;Ryan Van Sanford;KH;7D;Corey Hochman ;0;0;Jason Helder;QD;3H;Brian Reinert ;KC;6D;Chris Bolek;AC;6H;TH;TC;JD;  ;  ;1
;"6;JDJC1;3C2H2;6S5D4;TH7S5;ASTD;;7DQDAH2C3S 0";Jared Reinstein;3C;2H;Ryan Van Sanford;6S;5D;Corey Hochman ;0;0;Jason Helder;TH;7S;Brian Reinert ;AS;TD;Chris Bolek;JD;JC;7D;QD;AH;2C;3S;0
;"5;7D3C6;AH2H1;ADAC2;9C5D4;QHQC;;6S2CAS5S8C 0";Jared Reinstein;AD;AC;Ryan Van Sanford;9C;5D;Corey Hochman ;0;0;Jason Helder;QH;QC;Brian Reinert ;7D;3C;Chris Bolek;AH;2H;6S;2C;AS;5S;8C;0
;"6;7D6S1;KHJS2;6C2C4;AH9C5;8D2D 0";Jared Reinstein;KH;JS;Ryan Van Sanford;6C;2C;Corey Hochman ;0;0;Jason Helder;AH;9C;Brian Reinert ;8D;2D;Chris Bolek;7D;6S;0;0;0;0;0;0
;"6;5S3D1;AD6H2;9H6D4;8H5H5;9S4C;;2H8C6S         0";Jared Reinstein;AD;6H;Ryan Van Sanford;9H;6D;Corey Hochman ;0;0;Jason Helder;8H;5H;Brian Reinert ;9S;4C;Chris Bolek;5S;3D;2H;8C;6S;  ;  ;0
;"2;9S5H4;TD8D5;AD7D6;ASAC1;JH9C 0";Jared Reinstein;JH;9C;Ryan Van Sanford;9S;5H;Corey Hochman ;0;0;Jason Helder;TD;8D;Brian Reinert ;AD;7D;Chris Bolek;AS;AC;0;0;0;0;0;0
;"4;KD3H5;3S2H6;KC9D1;QH7S2;5H5C;;4SJD2S4D      1";Jared Reinstein;QH;7S;Ryan Van Sanford;5H;5C;Corey Hochman ;0;0;Jason Helder;KD;3H;Brian Reinert ;3S;2H;Chris Bolek;KC;9D;4S;JD;2S;4D;  ;1
;"4;JS2C5;9C8D6;7C2H1;KCQD2;4D4C;;TD2S5D         1";Jared Reinstein;KC;QD;Ryan Van Sanford;4D;4C;Corey Hochman ;0;0;Jason Helder;JS;2C;Brian Reinert ;9C;8D;Chris Bolek;7C;2H;TD;2S;5D;  ;  ;1
;"6;KC4D1;JDTC2;AHTD4;KSQS5;7S4C;;7D6S7C4HJH 1";Jared Reinstein;JD;TC;Ryan Van Sanford;AH;TD;Corey Hochman ;0;0;Jason Helder;KS;QS;Brian Reinert ;7S;4C;Chris Bolek;KC;4D;7D;6S;7C;4H;JH;1
;"1;AH2C2;QS4D4;KHKD6;8C6H;;4S6DJH8D3H 1";Jared Reinstein;AH;2C;Ryan Van Sanford;QS;4D;Corey Hochman ;0;0;Jason Helder;KH;KD;Brian Reinert ;0;0;Chris Bolek;8C;6H;4S;6D;JH;8D;3H;1
;"2;JS7C5;JC7S6;AS6C1;8S3C;;4D4SQD8D6D 1";Jared Reinstein;8S;3C;Ryan Van Sanford;JS;7C;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;JC;7S;Chris Bolek;AS;6C;4D;4S;QD;8D;6D;1
;"5;5D3H6;6S4C1;AHTH2;7C2C;;QC8DKS          1";Jared Reinstein;AH;TH;Ryan Van Sanford;7C;2C;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;5D;3H;Chris Bolek;6S;4C;QC;8D;KS;  ;  ;1
;"1;QS8D2;4D2S5;6S6D6;TSTH;;9DJC4H8C3H 1";Jared Reinstein;QS;8D;Ryan Van Sanford;4D;2S;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;6S;6D;Chris Bolek;TS;TH;9D;JC;4H;8C;3H;1
;"6;JH5D1;AD4H2;AC7S5;KH4S;;KCTHQSTD6C 1";Jared Reinstein;AD;4H;Ryan Van Sanford;AC;7S;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;KH;4S;Chris Bolek;JH;5D;KC;TH;QS;TD;6C;1
;"1;JD2C2;QD3D5;AD9D6;AC2H;;5S4S4HKH       0";Jared Reinstein;JD;2C;Ryan Van Sanford;QD;3D;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;AD;9D;Chris Bolek;AC;2H;5S;4S;4H;KH;  ;0
;"1;ASJH2;QC9H5;9S4C6;7H5C 0";Jared Reinstein;AS;JH;Ryan Van Sanford;QC;9H;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;9S;4C;Chris Bolek;7H;5C;0;0;0;0;0;0
;"1;8S8H2;7D6S5;3C2C6;ASTD;;7HKS7CKCTS 0";Jared Reinstein;8S;8H;Ryan Van Sanford;7D;6S;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;3C;2C;Chris Bolek;AS;TD;7H;KS;7C;KC;TS;0
;"5;QC7C6;9H2S2;9D8H;;TC5D6C6S      0";Jared Reinstein;0;0;Ryan Van Sanford;9D;8H;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;QC;7C;Chris Bolek;9H;2S;TC;5D;6C;6S;  ;0
;"6;JHTH2;TS6D5;TC7D;;4H6HTD4D4S 0";Jared Reinstein;0;0;Ryan Van Sanford;TS;6D;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;TC;7D;Chris Bolek;JH;TH;4H;6H;TD;4D;4S;0
;"6;9S8S2;7S6D5;9D5H;;8DKC2C4C9C 0";Jared Reinstein;0;0;Ryan Van Sanford;7S;6D;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;9D;5H;Chris Bolek;9S;8S;8D;KC;2C;4C;9C;0
;"2;QC9C5;8D6D6;9D4C;;2C7HKCQSKS 1";Jared Reinstein;0;0;Ryan Van Sanford;QC;9C;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;8D;6D;Chris Bolek;9D;4C;2C;7H;KC;QS;KS;1
;"6;KCJD2;TD9S5;QS2H 1";Jared Reinstein;0;0;Ryan Van Sanford;TD;9S;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;QS;2H;Chris Bolek;KC;JD;0;0;0;0;0;1
;"6;8D5D2;TC5S5;7S6S;;3CQD8CQS3H 1";Jared Reinstein;0;0;Ryan Van Sanford;TC;5S;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;7S;6S;Chris Bolek;8D;5D;3C;QD;8C;QS;3H;1
;"2;KC8S5;TC4H6;5S4S;;3SAHQSKSQH 1";Jared Reinstein;0;0;Ryan Van Sanford;KC;8S;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;TC;4H;Chris Bolek;5S;4S;3S;AH;QS;KS;QH;1
;"6;6D5D2;9H6S5;AS7C;;8HTDJHAHKH 1";Jared Reinstein;0;0;Ryan Van Sanford;9H;6S;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;AS;7C;Chris Bolek;6D;5D;8H;TD;JH;AH;KH;1
;"5;KD8H6;4C3S2;TD9H;;JH4SKHQSKS 1";Jared Reinstein;0;0;Ryan Van Sanford;TD;9H;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;KD;8H;Chris Bolek;4C;3S;JH;4S;KH;QS;KS;1
;"2;4H4D5;QDTD6;AC2D;;AHQC9S3H      0";Jared Reinstein;0;0;Ryan Van Sanford;4H;4D;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;QD;TD;Chris Bolek;AC;2D;AH;QC;9S;3H;  ;0
;"2;JDJC5;8H7H6;JS2H;;3C5S7CTSKC 0";Jared Reinstein;0;0;Ryan Van Sanford;JD;JC;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;8H;7H;Chris Bolek;JS;2H;3C;5S;7C;TS;KC;0
;"5;9H4D6;QHTD2;8C2D;;KC6CJS         0";Jared Reinstein;0;0;Ryan Van Sanford;8C;2D;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;9H;4D;Chris Bolek;QH;TD;KC;6C;JS;  ;  ;0
;"6;QD7H2;JHJC5;AHKS;;JD7C9H3D6H 0";Jared Reinstein;0;0;Ryan Van Sanford;JH;JC;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;AH;KS;Chris Bolek;QD;7H;JD;7C;9H;3D;6H;0
;"2;QD2C6;KHQC 1";Jared Reinstein;0;0;Ryan Van Sanford;QD;2C;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;0;0;Chris Bolek;KH;QC;0;0;0;0;0;1
;"6;TD7H2;TS8D;;6S9STH2SQC 1";Jared Reinstein;0;0;Ryan Van Sanford;TS;8D;Corey Hochman ;0;0;Jason Helder;0;0;Brian Reinert ;0;0;Chris Bolek;TD;7H;6S;9S;TH;2S;QC;1
1 Antonio 2 Phil 3 Tony 4 Scotty 5 Vanessa 6 David;"1;6S3D2;ASKD3;QD9D4;8C4C5;QS8S6;JH6D 0";Antonio Esfandiari;6S;3D;Phil Laak;AS;KD;Tony Dunst;QD;9D;Scotty Nguyen;8C;4C;Vanessa Selbst;QS;8S;David Williams;JH;6D;0;0;0;0;0;0
;"3;TS9D4;7H4H5;JC4D6;QHJS1;TC6D2;KS7C;;AHKH7SQC3S 0";Antonio Esfandiari;TC;6D;Phil Laak;KS;7C;Tony Dunst;TS;9D;Scotty Nguyen;7H;4H;Vanessa Selbst;JC;4D;David Williams;QH;JS;AH;KH;7S;QC;3S;0
;"4;AS7C5;AHTH6;8C6C1;KS2D2;8S8H3;4H3H;;KHKC8DQH3D 0";Antonio Esfandiari;KS;2D;Phil Laak;8S;8H;Tony Dunst;4H;3H;Scotty Nguyen;AS;7C;Vanessa Selbst;AH;TH;David Williams;8C;6C;KH;KC;8D;QH;3D;0
;"2;7S3H3;QHTH4;AS6S5;JH6D6;JC4D1;QC7C;;KS4S2C2D      0";Antonio Esfandiari;QC;7C;Phil Laak;7S;3H;Tony Dunst;QH;TH;Scotty Nguyen;AS;6S;Vanessa Selbst;JH;6D;David Williams;JC;4D;KS;4S;2C;2D;  ;0
;"4;QC6D5;ADTH6;AC9D1;KC4S2;9S7S3;7H4H;;5DJH6H5S2C 0";Antonio Esfandiari;KC;4S;Phil Laak;9S;7S;Tony Dunst;7H;4H;Scotty Nguyen;QC;6D;Vanessa Selbst;AD;TH;David Williams;AC;9D;5D;JH;6H;5S;2C;0
;"2;KSQH3;ACJS4;AD2S5;QCJC6;7D4C1;8D4D;;9DKH2DASTS 1";Antonio Esfandiari;8D;4D;Phil Laak;KS;QH;Tony Dunst;AC;JS;Scotty Nguyen;AD;2S;Vanessa Selbst;QC;JC;David Williams;7D;4C;9D;KH;2D;AS;TS;1
;"3;KDTD4;7D4S5;JSJD6;TH7C1;7H5H2;6H6C;;6SJH3C3S5D 1";Antonio Esfandiari;7H;5H;Phil Laak;6H;6C;Tony Dunst;KD;TD;Scotty Nguyen;7D;4S;Vanessa Selbst;JS;JD;David Williams;TH;7C;6S;JH;3C;3S;5D;1
;"1;QHQD2;KC2C3;AC2D4;JSJH5;AH7H6;TC6D;;5H8H5SKD9D 1";Antonio Esfandiari;QH;QD;Phil Laak;KC;2C;Tony Dunst;AC;2D;Scotty Nguyen;JS;JH;Vanessa Selbst;AH;7H;David Williams;TC;6D;5H;8H;5S;KD;9D;1
;"4;TD3D5;QD9C6;AC6C1;9S5C2;8H4D3;6S6D;;9HAHKDKHTH 1";Antonio Esfandiari;9S;5C;Phil Laak;8H;4D;Tony Dunst;6S;6D;Scotty Nguyen;TD;3D;Vanessa Selbst;QD;9C;David Williams;AC;6C;9H;AH;KD;KH;TH;1
